cluster	status	loglr	df	p	p.adjust	genes
chr5:clu_6565_+	Success	0.251856686236124	2	0.777356135920044	0.868957423929992	CANX
chr5:clu_6566_+	Success	0.0205724588445264	2	0.979637710486211	0.989950761221995	CANX
chr5:clu_6567_+	Success	0.404628484474927	1	0.368340019255968	0.586284105514137	CANX
chr5:clu_6568_+	Success	0.450232804373172	1	0.342656895017162	0.566710780824188	CANX
chr5:clu_6569_+	Success	0.977150743585185	1	0.162124077622599	0.391090553010972	CANX
chr5:clu_6570_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr5:clu_6571_+	Not enough valid samples	NA	NA	NA	NA	CNOT6
chr5:clu_6572_+	Success	3.25938667816285	2	0.038411949681986	0.179731588883617	TRIM41
chr6:clu_6573_+	Success	0.459123928280292	2	0.631836937582251	0.775633904847228	DUSP22
chr6:clu_6574_+	Success	1.88541660890905	2	0.151765819264742	0.378146907677119	WRNIP1
chr6:clu_6575_+	Success	0.225700415342004	1	0.501670471841115	0.686131029630421	WRNIP1
chr6:clu_6576_+	Success	4.85147095648608	6	0.137732139455592	0.359148222706284	NQO2
chr6:clu_6577_+	Success	1.13291293061309	1	0.132255691623958	0.350248762872556	NQO2
chr6:clu_6578_+	Success	0.556485063718355	2	0.573220360029942	0.734454159633642	NQO2
chr6:clu_6579_+	Success	0.019305930907791	1	0.844219605706646	0.913166247609722	NQO2
chr6:clu_6580_+	Success	1.0401153471509	2	0.353413914319504	0.572913879542364	BPHL
chr6:clu_6581_+	Success	0.0211610942851621	1	0.837006843652914	0.908138218072685	NA
chr6:clu_6582_+	Success	5.66656557257545	2	0.0034597270767508	0.0460110480234555	PSMG4
chr6:clu_6583_+	Success	1.72406515981223	1	0.0633233629938774	0.23557943370132	CDYL
chr6:clu_6584_+	Not enough valid samples	NA	NA	NA	NA	RREB1
chr6:clu_6585_+	Success	0.880873690297108	2	0.414420678139247	0.622337124312267	DSP
chr6:clu_6586_+	Success	0.210052416697351	1	0.5168847390787	0.696196561321698	PAK1IP1
chr6:clu_6587_+	Success	29.3709046196745	25	0.000155500514542815	0.00691826790142897	TMEM14C,TMEM14B,ENSG00000272162
chr6:clu_6588_+	Not enough valid samples	NA	NA	NA	NA	SIRT5
chr6:clu_6589_+	Success	2.02466188169001	2	0.1320384802689	0.350129350820569	CDKAL1
chr6:clu_6590_+	Success	5.29544986039392	1	0.00113645658299662	0.0234424395152175	CDKAL1
chr6:clu_6591_+	Not enough valid samples	NA	NA	NA	NA	ALDH5A1
chr6:clu_6592_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACOT13
chr6:clu_6593_+	Success	4.92498439560586	4	0.0430322113638075	0.191024399804082	GMNN
chr6:clu_6594_+	Success	0.23182935533697	1	0.495919015626335	0.68197657538969	GMNN
chr6:clu_6595_+	Not enough valid samples	NA	NA	NA	NA	BTN3A2
chr6:clu_6596_+	Success	1.68837693231362	1	0.066122167103535	0.239736129419885	BTN2A1
chr6:clu_6597_+	Not enough valid samples	NA	NA	NA	NA	ZSCAN26,ENSG00000276302
chr6:clu_6598_+	Success	5.45725817380298	8	0.206590029087557	0.44272553757822	HLA-H,HLA-T,HLA-A,HLA-J
chr6:clu_6599_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HLA-A,HLA-V
chr6:clu_6600_+	Success	0.907044522448018	1	0.178018487971149	0.409243620518305	HLA-A,HLA-H
chr6:clu_6601_+	Success	6.64803663558496	3	0.00403817492451387	0.0503214728703881	POLR1H
chr6:clu_6602_+	Success	1.15174845822548	2	0.316083626929293	0.545563603895228	POLR1H
chr6:clu_6603_+	Success	0.673985479718226	2	0.509673232236463	0.691385246284883	PPP1R11
chr6:clu_6604_+	Not enough valid samples	NA	NA	NA	NA	TRIM31-AS1
chr6:clu_6605_+	Success	0.0018658835819565	1	0.951288973254282	0.973850351979953	TRIM15
chr6:clu_6606_+	Success	7.24988363505963	2	0.000710257033051308	0.0172579998381765	TRIM15
chr6:clu_6607_+	Success	0.103900018859008	1	0.648497203377786	0.786684232576031	TRIM39-RPP21,RPP21
chr6:clu_6608_+	Success	0.979947755376998	3	0.58077212540185	0.739601439087211	RPP21,TRIM39-RPP21
chr6:clu_6609_+	Success	0.272818740618277	1	0.460105716158041	0.654495323424204	TRIM39-RPP21,RPP21
chr6:clu_6610_+	Success	4.12715076681889	4	0.0826946254142384	0.273968960888607	PRR3
chr6:clu_6611_+	Success	5.4642472330479	1	0.000946964175624864	0.0207187554064019	ABCF1
chr6:clu_6612_+	Success	2.95974192143149	2	0.0518322922505279	0.211044445033341	MRPS18B
chr6:clu_6613_+	Success	0.246586677558469	1	0.48251514806067	0.671950120032889	C6orf136
chr6:clu_6614_+	Success	1.55118410951491	3	0.376109723732003	0.591468342241897	TUBB
chr6:clu_6615_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBB
chr6:clu_6616_+	Success	2.71065043616204	2	0.0664935428415419	0.240722516000279	DDR1
chr6:clu_6617_+	Success	1.19623266897713	2	0.302331050289316	0.533897911212188	DDR1
chr6:clu_6618_+	Not enough valid samples	NA	NA	NA	NA	TCF19
chr6:clu_6619_+	Not enough valid samples	NA	NA	NA	NA	MICB
chr6:clu_6620_+	Success	0.134390140339917	1	0.604151146199018	0.756714358552418	NFKBIL1
chr6:clu_6621_+	Success	1.12809993825775	1	0.133080270198273	0.351748424092763	NFKBIL1
chr6:clu_6622_+	Success	0.880701885491249	1	0.184449518107827	0.416644472985876	PRRC2A
chr6:clu_6623_+	Success	0.000836622369604356	1	0.967371380784494	0.983500500279994	PRRC2A
chr6:clu_6624_+	Success	0.903039358746469	2	0.405335824672737	0.615366554995644	APOM
chr6:clu_6625_+	Success	0.119931770051608	1	0.624304690656807	0.770153197088401	APOM
chr6:clu_6626_+	Success	0.422952490579405	1	0.357713385935384	0.576158202412933	APOM
chr6:clu_6627_+	Success	2.88592058494874	3	0.123253946022419	0.336794534015601	CSNK2B,ENSG00000263020
chr6:clu_6628_+	Success	0.293919724417663	1	0.443255808669455	0.642068588831671	CSNK2B,ENSG00000263020
chr6:clu_6629_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSNK2B,ENSG00000263020
chr6:clu_6630_+	Success	0.0160721459414503	1	0.857711339021477	0.920366511545458	CSNK2B,ENSG00000263020
chr6:clu_6631_+	Success	24.7869760932008	21	0.00041802377677262	0.0125084583821313	NA
chr6:clu_6632_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6633_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6634_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_6635_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6636_+	Success	1.63398232463987	2	0.195150870510599	0.429509123632294	ENSG00000285565,SNHG32
chr6:clu_6637_+	Success	0.657357148971641	4	0.858874133730981	0.921104505146224	SNHG32,ENSG00000285565
chr6:clu_6638_+	Success	5.38018929524515	4	0.0293932116302823	0.154119625070626	C2,ENSG00000244255
chr6:clu_6639_+	Success	4.86143915789216	4	0.0453636573061008	0.196414828737279	C2,ENSG00000244255
chr6:clu_6640_+	Success	2.36075191063537	4	0.317084436691911	0.546415501906874	C2,ENSG00000244255
chr6:clu_6641_+	Success	4.0687492671459	4	0.0866693329026022	0.281002628826959	C2,ENSG00000244255
chr6:clu_6642_+	Success	0.0191161659640784	2	0.981065389216279	0.990567480571946	ENSG00000244255,CFB
chr6:clu_6643_+	Success	1.09482912860972	1	0.138940139512347	0.360875456409014	ENSG00000244255,CFB
chr6:clu_6644_+	Success	7.07914390992846	4	0.00680663100093939	0.0673370281164362	ENSG00000244255,CFB
chr6:clu_6645_+	Success	0.0082250285948362	1	0.897944978666775	0.943591650571687	ENSG00000244255,CFB
chr6:clu_6646_+	Success	2.62920489394639	2	0.072135795050239	0.2536238797532	STK19
chr6:clu_6647_+	Success	0.00587321009727759	1	0.913693548875514	0.952705846025824	STK19
chr6:clu_6648_+	Not enough valid samples	NA	NA	NA	NA	STK19,STK19B
chr6:clu_6649_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STK19,C4A
chr6:clu_6650_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C4B
chr6:clu_6651_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C4A
chr6:clu_6652_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C4B
chr6:clu_6653_+	Success	0.60422438067954	1	0.271639558476795	0.507487563464468	C4A
chr6:clu_6654_+	Success	7.56262731820431	1	0.000100608351446794	0.00530107590911232	C4A
chr6:clu_6655_+	Success	0.0384748122881717	1	0.78147455290534	0.871551339056398	C4A
chr6:clu_6656_+	Success	0.0847968392291989	1	0.6804731711799	0.807952386883145	C4B
chr6:clu_6657_+	Success	1.01704659141768	1	0.15380589086625	0.380686268049091	C4A
chr6:clu_6658_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C4A
chr6:clu_6659_+	Success	6.70251196197569e-05	1	0.990762293592536	0.995985648950929	C4A
chr6:clu_6660_+	Success	3.5898010073106	4	0.126696053856919	0.342440679390725	C4A,C4B
chr6:clu_6661_+	Success	0.508814116563371	2	0.601208118984237	0.75442825699614	C4A
chr6:clu_6662_+	Success	5.11032883095322	5	0.0692190534626015	0.24728485774182	C4B
chr6:clu_6663_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6664_+	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_6665_+	Success	0.337293506872555	1	0.411456921777763	0.619620313649314	C4B
chr6:clu_6666_+	Success	3.90527349769695	2	0.0201354467398338	0.124533264169596	PPT2,PPT2-EGFL8
chr6:clu_6667_+	Success	0.377255796282384	2	0.685740641552717	0.810565169453011	RNF5
chr6:clu_6668_+	Success	0.322415379536949	1	0.421966903687248	0.628786763069411	RNF5
chr6:clu_6669_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000289047
chr6:clu_6670_+	Not enough valid samples	NA	NA	NA	NA	BRD2
chr6:clu_6671_+	Success	3.44287761052874	2	0.0319725482826058	0.161864209878341	BRD2
chr6:clu_6672_+	Success	2.12358654983564	2	0.119601900175639	0.33139194689992	SLC39A7
chr6:clu_6673_+	Success	0.557040427908419	1	0.291196578312318	0.525617723981399	SLC39A7
chr6:clu_6674_+	Success	0.0209675942734862	1	0.837743364657181	0.908594017267185	RING1
chr6:clu_6675_+	Success	2.30936891210149	3	0.201940537059811	0.43808760501116	RPS18
chr6:clu_6676_+	Success	2.07703011350623	2	0.125301792250626	0.339981097720081	PFDN6
chr6:clu_6677_+	Success	1.05005013652863	3	0.551892477683508	0.721980511556013	PFDN6
chr6:clu_6678_+	Success	0.576118625278326	1	0.28308130403975	0.518705961569718	KIFC1
chr6:clu_6679_+	Success	2.03927166833222	1	0.0434310849977855	0.192181213825646	KIFC1
chr6:clu_6680_+	Success	5.89402764125384	2	0.00275585472012317	0.0403595340054292	PHF1
chr6:clu_6681_+	Success	0.962278713725283	1	0.16535512170025	0.395107427147966	PHF1
chr6:clu_6682_+	Success	0.447897171804698	1	0.343911910915569	0.567232566708793	PHF1
chr6:clu_6683_+	Success	0.00125915484602501	1	0.959976747460863	0.979309096206974	PHF1
chr6:clu_6684_+	Not enough valid samples	NA	NA	NA	NA	ITPR3
chr6:clu_6685_+	Success	3.97212357841636	4	0.0936419745282035	0.294186306886239	HMGA1
chr6:clu_6686_+	Success	1.0349392050739	3	0.558030560611043	0.725604383734451	HMGA1
chr6:clu_6687_+	Success	0.305475029143054	3	0.893921096139799	0.940760911805304	HMGA1
chr6:clu_6688_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6689_+	Success	3.83814661171346	2	0.0215334742726532	0.129427794837801	SNRPC
chr6:clu_6690_+	Success	1.23887553642817	2	0.289709802970334	0.524018011156228	SNRPC
chr6:clu_6691_+	Success	7.83488299042926	1	7.54201971715674e-05	0.00451357291097744	ZNF76
chr6:clu_6692_+	Success	0.853731400735001	2	0.42582304738415	0.631893384152031	ZNF76
chr6:clu_6693_+	Success	11.3842108807667	6	0.000877868015527712	0.019828133247061	PPARD
chr6:clu_6694_+	Success	2.57463233056853	2	0.0761818273792413	0.262001708563939	PPARD
chr6:clu_6695_+	Success	2.23798563365182	3	0.214443635659058	0.451893717605777	FANCE
chr6:clu_6696_+	Success	1.67377912055599	2	0.187536999840595	0.420483629383573	RPL10A
chr6:clu_6697_+	Success	2.41856241817186	2	0.0890495414893742	0.285400100740325	RPL10A
chr6:clu_6698_+	Success	1.37169664640169e-05	1	0.995820906267413	0.999147911359772	MAPK14
chr6:clu_6699_+	Success	1.2861012672945	1	0.108756213357666	0.315780619497626	MAPK14
chr6:clu_6700_+	Success	1.290054686811	2	0.275255729820074	0.510639935056567	MAPK13
chr6:clu_6701_+	Success	0.128334483207254	2	0.879559132177552	0.93178000583447	MAPK13
chr6:clu_6702_+	Success	0.206875272203661	2	0.81312106246124	0.892371372035513	MAPK13
chr6:clu_6703_+	Success	0.670620361190203	1	0.246815282811804	0.485265034804442	BRPF3
chr6:clu_6704_+	Success	1.75408190970228	2	0.173066059646451	0.40391801836118	KCTD20
chr6:clu_6705_+	Success	4.61675559724051	2	0.00988481441204395	0.0843642406925578	KCTD20
chr6:clu_6706_+	Success	4.06231849065443	2	0.0172090737501007	0.11482207637026	KCTD20
chr6:clu_6707_+	Success	9.81398305555376	2	5.4681612567312e-05	0.0036815155127784	SRSF3
chr6:clu_6708_+	Success	19.6489977360397	6	6.2565372239599e-07	0.000178403318783209	CDKN1A
chr6:clu_6709_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDKN1A
chr6:clu_6710_+	Not enough valid samples	NA	NA	NA	NA	C6orf89
chr6:clu_6711_+	Success	0.58286487100176	1	0.280280404017669	0.515731498528752	C6orf89
chr6:clu_6712_+	Success	0.000254322456385125	1	0.982006709220246	0.990898735001071	TBC1D22B
chr6:clu_6713_+	Success	0.605608216343171	1	0.271091344262357	0.5072824903732	RNF8
chr6:clu_6714_+	Success	0.00195489863301646	1	0.9501420687996	0.973850351979953	RNF8
chr6:clu_6715_+	Success	4.2306078665938	2	0.0145435473243644	0.104947523132808	RNF8
chr6:clu_6716_+	Success	0.188212807599825	2	0.828438390487092	0.90374353775842	RNF8
chr6:clu_6717_+	Success	4.2872365407361	2	0.0137428506786266	0.100670221436228	ZFAND3
chr6:clu_6718_+	Success	4.76852541921801	2	0.00849289438991505	0.0763809008443659	NFYA
chr6:clu_6719_+	Success	0.734598391870776	1	0.225472465892982	0.463651177661144	NFYA
chr6:clu_6720_+	Success	1.96066102441867	1	0.047677372816107	0.201073405044107	FOXP4
chr6:clu_6721_+	Success	3.32714263966727	3	0.0837724773776875	0.275593541966977	FOXP4
chr6:clu_6722_+	Success	0.170172764370989	1	0.559629844063783	0.726806609269708	FOXP4
chr6:clu_6723_+	Success	2.71635223793203	3	0.142719499517488	0.366368404680949	FOXP4
chr6:clu_6724_+	Success	0.206798101407372	1	0.520149835382864	0.698377000266275	FOXP4
chr6:clu_6725_+	Success	0.299161164656653	1	0.439218850307314	0.639258057768864	FOXP4
chr6:clu_6726_+	Success	13.6280899499558	2	1.20613448820058e-06	0.000292336846577617	FOXP4
chr6:clu_6727_+	Success	7.00744019776903	8	0.0813783878329882	0.27191469259531	ENSG00000124593,TOMM6
chr6:clu_6728_+	Success	0.267738031461704	2	0.765108189125363	0.861924691328189	BYSL
chr6:clu_6729_+	Success	1.88491143349995	1	0.0521851589255489	0.211246394899038	UBR2
chr6:clu_6730_+	Success	0.549614405530519	4	0.894394544541484	0.940778464720591	RPL7L1
chr6:clu_6731_+	Success	8.0910962783164	8	0.0398453847509775	0.183865304693349	CNPY3
chr6:clu_6732_+	Success	1.12048197286185	2	0.326122574507618	0.552467880511081	PPP2R5D
chr6:clu_6733_+	Success	3.13740025756852	5	0.280390470277759	0.515822696269995	KLHDC3
chr6:clu_6734_+	Success	2.52952969073249	2	0.0796964934726822	0.268470293334835	RRP36
chr6:clu_6735_+	Success	1.34934124548536	1	0.100431208666795	0.303800489243237	RRP36
chr6:clu_6736_+	Success	1.05883422682609	1	0.145608060944843	0.370462413181693	KLC4
chr6:clu_6737_+	Success	0.73953226930999	1	0.223920941280669	0.462191510691097	KLC4
chr6:clu_6738_+	Success	1.22556579730326	2	0.293591540019836	0.527363986208391	PTK7
chr6:clu_6739_+	Success	0.560413080495891	2	0.570973157253024	0.732959614991586	PTK7
chr6:clu_6740_+	Success	0.556177025984766	2	0.573396960728936	0.734454159633642	SRF
chr6:clu_6741_+	Not enough valid samples	NA	NA	NA	NA	SLC22A7
chr6:clu_6742_+	Not enough valid samples	NA	NA	NA	NA	SLC22A7
chr6:clu_6743_+	Not enough valid samples	NA	NA	NA	NA	SLC22A7
chr6:clu_6744_+	Not enough valid samples	NA	NA	NA	NA	SLC22A7
chr6:clu_6745_+	Not enough valid samples	NA	NA	NA	NA	ABCC10
chr6:clu_6746_+	Not enough valid samples	NA	NA	NA	NA	ABCC10
chr6:clu_6747_+	Success	0.187026810135819	1	0.540802946515276	0.713962922621582	ABCC10
chr6:clu_6748_+	Success	4.09958917820057	2	0.0165794852168056	0.112012619635491	TJAP1
chr6:clu_6749_+	Success	2.60230640220254	2	0.0741024708669813	0.257407185616404	TJAP1
chr6:clu_6750_+	Success	0.405979924359542	1	0.367541454521789	0.585421701580161	POLR1C
chr6:clu_6751_+	Not enough valid samples	NA	NA	NA	NA	POLH
chr6:clu_6752_+	Success	3.50953182416379	1	0.00806463929665446	0.0746909540481795	HSP90AB1
chr6:clu_6753_+	Success	0.43655118564584	1	0.350097870554645	0.57189534204335	HSP90AB1
chr6:clu_6754_+	Success	5.97465903422426	4	0.0177321555175115	0.116947787579778	VEGFA
chr6:clu_6755_+	Not enough valid samples	NA	NA	NA	NA	TMEM63B
chr6:clu_6756_+	Success	0.261843006857703	2	0.769631841144726	0.864412869627024	TMEM63B
chr6:clu_6757_+	Success	3.39277108412398	7	0.451545655955544	0.647502202119369	SLC29A1
chr6:clu_6758_+	Success	10.4495879769529	3	0.000110475641203886	0.00560765100246951	HSP90AB1
chr6:clu_6759_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6760_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6761_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_6762_+	Not enough valid samples	NA	NA	NA	NA	CENPQ
chr6:clu_6763_+	Success	0.095337227883789	1	0.662355865738524	0.796124487767789	TMEM14A
chr6:clu_6764_+	Not enough valid samples	NA	NA	NA	NA	LINC01564
chr6:clu_6765_+	Not enough valid samples	NA	NA	NA	NA	LINC01564
chr6:clu_6766_+	Success	0.460679475999086	2	0.630854849116114	0.775569079657713	KIAA1586
chr6:clu_6767_+	Not enough valid samples	NA	NA	NA	NA	ZNF451
chr6:clu_6768_+	Success	0.244522461960401	1	0.484353651574495	0.673523903042847	BAG2
chr6:clu_6769_+	Not enough valid samples	NA	NA	NA	NA	PRIM2
chr6:clu_6770_+	Not enough valid samples	NA	NA	NA	NA	PRIM2
chr6:clu_6771_+	Success	7.78591061779935	4	0.00365097419028925	0.0472235519250943	PTP4A1,ENSG00000285976
chr6:clu_6772_+	Success	0.301684026174769	2	0.739571713277478	0.845818570661826	PHF3
chr6:clu_6773_+	Success	2.19796639957923	2	0.111028716982121	0.319346314686161	FAM135A
chr6:clu_6774_+	Not enough valid samples	NA	NA	NA	NA	MTO1
chr6:clu_6775_+	Success	0.727426345276058	2	0.483150854819093	0.672623138637437	MTO1
chr6:clu_6776_+	Success	1.56395232645892	1	0.0769626010008854	0.263564965278553	SENP6
chr6:clu_6777_+	Not enough valid samples	NA	NA	NA	NA	SENP6
chr6:clu_6778_+	Success	2.24774124565124	2	0.105637564593157	0.311199084998679	SENP6
chr6:clu_6779_+	Success	1.15328714584734	2	0.315597646946638	0.545112985417363	MYO6
chr6:clu_6780_+	Not enough valid samples	NA	NA	NA	NA	TTK
chr6:clu_6781_+	Not enough valid samples	NA	NA	NA	NA	RWDD2A
chr6:clu_6782_+	Success	1.09409641518101	1	0.139072402887221	0.360895863488117	ENSG00000213204,SLC35A1
chr6:clu_6783_+	Success	11.4707604690478	4	0.000130078333013966	0.00621236176635664	ORC3
chr6:clu_6784_+	Not enough valid samples	NA	NA	NA	NA	ORC3
chr6:clu_6785_+	Success	6.22772881716199	1	0.000416772250045182	0.0125084583821313	PNRC1
chr6:clu_6786_+	Not enough valid samples	NA	NA	NA	NA	TSTD3
chr6:clu_6787_+	Not enough valid samples	NA	NA	NA	NA	LIN28B
chr6:clu_6788_+	Not enough valid samples	NA	NA	NA	NA	CRYBG1
chr6:clu_6789_+	Not enough valid samples	NA	NA	NA	NA	MTRES1
chr6:clu_6790_+	Success	0.434993028766826	1	0.350959168532249	0.572066157373964	SMPD2
chr6:clu_6791_+	Success	1.46069031275715	2	0.232076014387883	0.471891140832744	AMD1
chr6:clu_6792_+	Success	5.41261631384782	3	0.0127094382233781	0.0964147132829817	GTF3C6
chr6:clu_6793_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GTF3C6
chr6:clu_6794_+	Success	1.27639510540905	1	0.110099661042473	0.317760933395313	RPF2
chr6:clu_6795_+	Not enough valid samples	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_6796_+	Success	2.81854133258264	3	0.130665618986958	0.347892647049025	FAM229B
chr6:clu_6797_+	Success	13.5131737156812	4	1.96365693572993e-05	0.00204705956902168	RWDD1
chr6:clu_6798_+	Success	0.509668902688247	2	0.600694434202556	0.754103778661295	DCBLD1
chr6:clu_6799_+	Not enough valid samples	NA	NA	NA	NA	DCBLD1
chr6:clu_6800_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000286540
chr6:clu_6801_+	Success	3.66613745916828	2	0.0255750641415708	0.143572812306039	SMPDL3A
chr6:clu_6802_+	Not enough valid samples	NA	NA	NA	NA	SMPDL3A
chr6:clu_6803_+	Not enough valid samples	NA	NA	NA	NA	NCOA7
chr6:clu_6804_+	Success	0.00241350723408118	1	0.944610163497352	0.970229424208796	HINT3
chr6:clu_6805_+	Success	0.00340474056048379	1	0.934233548662926	0.964073493779793	TRMT11
chr6:clu_6806_+	Success	0.0715911988841071	1	0.705137553229645	0.823750883065599	CENPW
chr6:clu_6807_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF146
chr6:clu_6808_+	Not enough valid samples	NA	NA	NA	NA	RNF146
chr6:clu_6809_+	Success	0.575671482904681	1	0.283268196246118	0.518950333069938	SMLR1
chr6:clu_6810_+	Success	0.75731759228907	1	0.218433158455248	0.455911619208532	ENPP1
chr6:clu_6811_+	Success	0.000423465331550688	7	0.999999999999866	1	RPS12
chr6:clu_6812_+	Success	0.0216191648386257	1	0.835277156654242	0.907317307920668	TBPL1,ENSG00000288529
chr6:clu_6813_+	Success	0.851100863476631	2	0.426944665357928	0.632619368889669	TNFAIP3
chr6:clu_6814_+	Success	0.0276271431920918	1	0.814160376676523	0.893006545070583	HEBP2
chr6:clu_6815_+	Success	2.27816453815194	2	0.102472117873749	0.306531065345879	ENSG00000225177
chr6:clu_6816_+	Success	1.2316490849787	2	0.291810959605334	0.526149758856929	VTA1
chr6:clu_6817_+	Success	0.223340698885806	2	0.799842297488567	0.882895488346995	ADGRG6
chr6:clu_6818_+	Success	0.252174260048037	2	0.777109307163995	0.868881874403751	ADGRG6
chr6:clu_6819_+	Success	3.46607478462374	4	0.139517549045924	0.361597386823785	AIG1
chr6:clu_6820_+	Success	3.04322240127749	3	0.10747940898606	0.313823334650328	AIG1
chr6:clu_6821_+	Success	12.9103733504194	5	9.66698151940842e-05	0.00521809480496335	AIG1
chr6:clu_6822_+	Success	5.70774316463098	3	0.00967881570595087	0.08340988290595	ENSG00000227681,SAMD5
chr6:clu_6823_+	Not enough valid samples	NA	NA	NA	NA	TAB2
chr6:clu_6824_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GINM1
chr6:clu_6825_+	Success	0.0293027077067904	1	0.808713871639831	0.889145042588814	PCMT1
chr6:clu_6826_+	Success	2.28943228541061	2	0.101323968623865	0.304907443025709	PCMT1
chr6:clu_6827_+	Success	0.0217348740638954	1	0.834843266841026	0.907134541333795	MTHFD1L
chr6:clu_6828_+	Success	4.80180731974292	1	0.00194194727348546	0.0326294260250286	MTHFD1L
chr6:clu_6829_+	Success	3.82052541452336	1	0.00570546695197761	0.061131870782779	MTHFD1L
chr6:clu_6830_+	Success	2.6571206292856	1	0.0211518027708457	0.128167987333352	AKAP12
chr6:clu_6831_+	Success	2.32910880996428	2	0.0973824947384355	0.299447058529777	ARID1B
chr6:clu_6832_+	Success	2.81053510829929	2	0.060172784819324	0.230231211783699	ARID1B
chr6:clu_6833_+	Not enough valid samples	NA	NA	NA	NA	ZDHHC14
chr6:clu_6834_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZDHHC14
chr6:clu_6835_+	Success	1.44834908006879	1	0.0887611971086804	0.285041340168485	SYNJ2
chr6:clu_6836_+	Success	11.0999778403284	4	0.000182862835471599	0.00748040164513566	SYNJ2
chr6:clu_6837_+	Success	4.39349874167749	1	0.00303385179575768	0.0425661261358477	SYNJ2
chr6:clu_6838_+	Success	14.9392668644141	4	5.18116208790456e-06	0.000749721887197533	GTF2H5
chr6:clu_6839_+	Not enough valid samples	NA	NA	NA	NA	TULP4
chr6:clu_6840_+	Not enough valid samples	NA	NA	NA	NA	TMEM181
chr6:clu_6841_+	Not enough valid samples	NA	NA	NA	NA	TMEM181
chr6:clu_6842_+	Success	0.00581561976923695	1	0.914116088289915	0.952835808818518	WTAP
chr6:clu_6843_+	Success	0.840497390167911	2	0.431495848252429	0.634387477313329	WTAP
chr6:clu_6844_+	Success	0.71976970534547	1	0.230213888338947	0.470150488259582	WTAP
chr6:clu_6845_+	Success	0.469167346981351	1	0.332706484042827	0.557481742619289	ACAT2
chr6:clu_6846_+	Success	7.04452951197618	4	0.00701617405949865	0.0687088964715549	ACAT2
chr6:clu_6847_+	Success	1.64454356698644	1	0.069741786697575	0.248164207644642	ACAT2
chr6:clu_6848_+	Success	2.78128944906337	1	0.0183483660890581	0.119708889120739	ACAT2
chr6:clu_6849_+	Success	28.2473699248831	4	1.5791010834178e-11	2.34317705225116e-08	MRPL18
chr6:clu_6850_+	Success	15.3000082757317	7	7.36713335300265e-05	0.00449209797845036	MRPL18
chr6:clu_6851_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_6852_+	Success	3.16562633195741	1	0.01186284982636	0.0929001042540877	MAP3K4
chr6:clu_6853_+	Success	0.892407083572806	2	0.409668458762092	0.618361467802972	MAP3K4
chr6:clu_6854_+	Success	2.1075936441926	2	0.121530059416861	0.333777316160472	QKI
chr6:clu_6855_+	Success	1.56952017210625	2	0.208145032192128	0.444192403060241	CEP43
chr6:clu_6856_+	Success	0.128896953992808	2	0.879064544970003	0.93178000583447	CEP43,ENSG00000272980
chr6:clu_6857_+	Success	0.555116822766763	1	0.292031164827313	0.526253186431375	AFDN
chr6:clu_6858_+	Success	0.0421378319248049	1	0.771584665250489	0.865571211304946	AFDN
chr6:clu_6859_+	Success	0.347455982809606	2	0.706483110646755	0.824726521098168	AFDN
chr6:clu_6860_+	Success	1.15844290904897	1	0.127976009919877	0.343691805034129	AFDN
