# {
#     "changing_threshold": 0.2,
#     "command": "/home/wanglab/anaconda3/envs/voila/bin/voila tsv majiq_splicing/build_simplified/splicegraph.sql majiq_splicing/deltapsi_simplified/ctrl_trt.deltapsi.voila --changing-between-group-dpsi 0.1 -f majiq_splicing/voilaOutput_simplified/3vs3_filtedtbl_noProbThreshold.tsv",
#     "group_sizes": {
#         "ctrl": 3,
#         "trt": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev3+g85d07819"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	ctrl_mean_psi	trt_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
PARD3	ENSG00000148498.16	ENSG00000148498.16:s:34317107-34317338	0.2138;-0.1313;-0.0635	6.037e-01;7.253e-02;6.114e-04	7.578e-07;1.064e-05;8.155e-05	0.6522;0.2179;0.1287	0.8764;0.0745;0.0492	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr10	-	34312382-34317107;34284245-34317107;34269899-34317107	34269657-34269899;34284135-34284245;34312256-34312382;34317107-34317338		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A34317338-34269657
FRG1BP	ENSG00000149531.15	ENSG00000149531.15:s:30377372-30377721	-0.2455;0.2455	7.300e-01;7.300e-01	4.345e-06;4.344e-06	0.5451;0.4549	0.2739;0.7261	s|1e1.1o2|2e1.1o2	2	2	1;1	chr20	+	30377425-30379585;30377721-30379585	30377372-30377721;30379585-30379651		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A30379651-30377372
VPS26B	ENSG00000151502.11	ENSG00000151502.11:s:134239651-134240155	0.2380;-0.2380	7.869e-01;7.869e-01	1.154e-08;1.155e-08	0.0758;0.9242	0.3180;0.6820	s|1e1.1o1|1e2.1o1	2	3	1;0	chr11	+	134240155-134240465;134240155-134243119	134239651-134240155;134240465-na;134243119-134243294		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A134243294-134239651
RGS12	ENSG00000159788.20	ENSG00000159788.20:t:3430407-3432250	0.2682;-0.2682	7.982e-01;7.982e-01	3.698e-06;3.698e-06	0.3501;0.6499	0.6407;0.3593	t|1e1.3o4|1e2.2o2	2	3	0;0	chr4	+	3428169-3430407;3428711-3430407	3428089-3428475;3428558-3428711;3430407-3432250		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A3432250-3428089
LRP5	ENSG00000162337.12	ENSG00000162337.12:s:68365571-68365702	0.3760;-0.3760	1.000e+00;1.000e+00	1.317e-20;0.000e+00	0.2426;0.7574	0.6132;0.3868	s|1e1.1o1|1e2.1o1	2	3	1;0	chr11	+	68365702-68375231;68365702-68386316	68365571-68365702;68375231-na;68386316-68386712		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A68386712-68365571
SHROOM1	ENSG00000164403.15	ENSG00000164403.15:s:132830594-132830659	0.2731;-0.2731	8.301e-01;8.301e-01	1.452e-06;1.452e-06	0.1270;0.8730	0.4172;0.5828	s|1e1.1o1|1e2.1o3	2	3	0;0	chr5	-	132827607-132830594;132826182-132830594	132825163-132826182;132827461-132827607;132830594-132830659		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A132830659-132825163
SHROOM1	ENSG00000164403.15	ENSG00000164403.15:t:132825163-132826182	-0.2114;0.2219;-0.0035	5.719e-01;6.289e-01;7.917e-06	6.425e-06;3.551e-06;6.519e-04	0.6275;0.2225;0.1503	0.3914;0.4643;0.1440	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr5	-	132826182-132830594;132826182-132827461;132826182-132826277	132825163-132826182;132826277-132826678;132827461-132827607;132830594-132830659		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A132830659-132825163
SETMAR	ENSG00000170364.13	ENSG00000170364.13:s:4303332-4303526	0.2576;-0.1684;-0.0533	7.927e-01;3.046e-01;1.742e-02	1.782e-06;8.143e-06;8.277e-05	0.3492;0.3116;0.3380	0.6241;0.1264;0.2491	s|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;0;1	chr3	+	4303526-4312898;4303526-4313647;4303526-4316212	4303332-4303526;4312898-4313229;4313647-4314402;4316212-4317265		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A4317265-4303332
ASXL1	ENSG00000171456.21	ENSG00000171456.21:s:32369013-32369123	0.1214;0.0757;-0.2185	4.968e-02;4.213e-02;6.210e-01	1.292e-05;5.638e-05;2.605e-06	0.1075;0.3877;0.5051	0.2333;0.4890;0.2767	s|1e1.1o1|1e2.1o1|1e3.2o3	3	4	0;0;0	chr20	+	32369123-32371778;32369123-32372164;32369123-32428128	32369013-32369123;32371778-32371874;32372164-32372553;32427072-32428248		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A32428248-32369013
HDAC3	ENSG00000171720.10	ENSG00000171720.10:t:141630044-141630125	0.2061;-0.2061	5.571e-01;5.571e-01	3.586e-07;3.586e-07	0.0355;0.9645	0.2454;0.7546	t|1e1.1o2|1e2.1o1	2	3	0;0	chr5	-	141630125-141636548;141630125-141634811	141630044-141630125;141634811-141635164;141635909-141636630		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A141636630-141630044
BAIAP2	ENSG00000175866.16	ENSG00000175866.16:s:81108475-81108827	0.2300;-0.1439;-0.0345	6.934e-01;2.074e-01;1.152e-02	1.180e-06;1.777e-05;1.183e-04	0.0632;0.2727;0.6643	0.3064;0.1017;0.5904	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	+	81108509-81108968;81108509-81110914;81108509-81115770	81108475-81108827;81108968-81109387;81110914-81110959;81115770-81116225		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A81116225-81108475
ZBTB8OS	ENSG00000176261.16	ENSG00000176261.16:s:32634702-32634792	0.1657;-0.2132;0.0000;0.0000;0.0506	2.279e-01;6.125e-01;5.345e-21;5.345e-21;1.435e-20	1.436e-06;3.900e-08;4.767e-01;8.184e-01;4.734e-03	0.1335;0.7999;0.0173;0.0171;0.0327	0.2984;0.5842;0.0251;0.0159;0.0733	s|1e1.1o3|1e1.2o3|1e2.1o1|2e3.1o3|2e3.2o3	5	4	0;0;0;1;0	chr1	-	32634110-32634768;32634072-32634768;32627544-32634768;32634110-32634702;32634072-32634702	32627508-32627544;32633951-32634110;32634702-32634792		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A32634792-32627508
ZBTB8OS	ENSG00000176261.16	ENSG00000176261.16:t:32633951-32634110	0.0123;0.0000;0.1514;0.0000;0.0000;0.0000;-0.2060;0.0490	7.919e-21;5.345e-21;1.167e-01;5.345e-21;5.345e-21;5.345e-21;5.536e-01;1.403e-20	4.614e-01;1.000e+00;2.856e-06;9.904e-01;4.780e-01;1.000e+00;6.658e-08;2.565e-02	0.0485;0.0062;0.1251;0.0161;0.0123;0.0101;0.7504;0.0307	0.0607;0.0046;0.2755;0.0147;0.0256;0.0065;0.5402;0.0675	t|1e1.1o3|1e1.3o3|1e2.1o2|1e2.2o2|2e3.1o3|2e3.2o3|2e4.1o2|2e4.2o2	8	5	0;0;0;1;1;0;0;0	chr1	-	32634110-32650433;32634110-32650402;32634110-32634768;32634110-32634702;32634072-32650433;32634072-32650429;32634072-32634768;32634072-32634702	32633951-32634110;32634702-32634792;32650402-32650903		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A32650903-32633951
VSIG10	ENSG00000176834.14	ENSG00000176834.14:s:118103593-118104011	0.2175;-0.2175	6.008e-01;6.008e-01	5.662e-06;5.662e-06	0.7094;0.2906	0.9529;0.0471	s|1e1.2o3|1e2.1o2	2	3	0;0	chr12	-	118103170-118103593;118095814-118103593	118095533-118095814;118102839-118103176;118103593-118104011		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A118104011-118095533
ARIH2	ENSG00000177479.20	ENSG00000177479.20:s:48922748-48922811	0.1571;-0.2195;0.0159;0.0008	3.136e-01;6.064e-01;1.420e-06;5.491e-21	2.052e-05;7.438e-06;1.260e-03;1.301e-02	0.4556;0.5135;0.0282;0.0022	0.6454;0.2735;0.0603;0.0217	s|1e1.2o2|1e2.2o2|1e3.2o2|1e4.1o1	4	5	0;0;0;0	chr3	+	48922811-48924718;48922811-48927462;48922811-48945136;48922811-48961612	48922748-48922811;48924716-48925217;48926718-48927725;48944982-48945181;48961612-48961679		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A48961679-48922748
KLHL25	ENSG00000183655.13	ENSG00000183655.13:t:85759326-85764472	0.2830;-0.2830	8.184e-01;8.184e-01	5.238e-06;5.238e-06	0.1939;0.8061	0.5090;0.4910	t|1e1.1o1|1e2.1o1	2	3	0;0	chr15	-	85761011-85794766;85761011-85768017	85759326-85764472;85768017-85769820;85794766-85794925		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A85794925-85759326
ENSG00000183889	ENSG00000183889.12	ENSG00000183889.12:s:16322305-16322437	0.2967;-0.2967	9.451e-01;9.451e-01	1.986e-08;1.983e-08	0.0080;0.9920	0.3287;0.6713	s|1e1.2o2|1e2.1o1	2	3	1;0	chr16	+	16322437-16322534;16322437-16322628	16322305-16322437;16322528-16322551;16322628-16322803		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A16322803-16322305
WARS1	ENSG00000140105.18	ENSG00000140105.18:t:100369087-100369258	-0.2109;0.2020;-0.0000;0.0000	5.826e-01;5.185e-01;5.345e-21;5.345e-21	8.272e-07;1.225e-06;4.893e-01;4.919e-01	0.7328;0.2612;0.0051;0.0010	0.5182;0.4683;0.0005;0.0142	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr14	-	100369258-100376260;100369258-100375283;100369258-100374136;100369258-100373980	100369087-100369258;100373980-100374064;100374136-100374265;100375283-100375475;100376260-100376805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A100376805-100369087
UBAP2L	ENSG00000143569.19	ENSG00000143569.19:s:154268757-154268954	-0.0283;0.2118;-0.1581	1.705e-03;5.700e-01;2.767e-01	1.627e-04;8.968e-06;1.383e-05	0.2213;0.4354;0.3431	0.1672;0.6710;0.1608	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr1	+	154268954-154269362;154268954-154270200;154268954-154270881	154268757-154268954;154269362-154269695;154270200-154270853;154270881-154271510		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A154271510-154268757
PLEKHA6	ENSG00000143850.16	ENSG00000143850.16:s:204371530-204371606	0.2200;-0.2200	6.349e-01;6.349e-01	8.119e-07;8.120e-07	0.0118;0.9882	0.2511;0.7489	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	-	204370383-204371530;204367856-204371530	na-204370383;204367799-204367856;204371530-204371606		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A204371606-204367799
PTS	ENSG00000150787.8	ENSG00000150787.8:t:112230266-112230682	-0.2039;0.2039	5.268e-01;5.268e-01	2.809e-06;2.809e-06	0.3394;0.6606	0.1181;0.8819	t|1e1.1o2|1e2.1o1	2	3	0;0	chr11	+	112228673-112230626;112230230-112230626	112228594-112229504;112230094-112230230;112230266-112230682		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A112230682-112228594
SON	ENSG00000159140.21	ENSG00000159140.21:s:33559587-33559775	0.2801;-0.2801	9.145e-01;9.145e-01	1.659e-08;1.659e-08	0.2337;0.7663	0.5237;0.4763	s|1e1.1o1|1e2.1o4	2	3	0;0	chr21	+	33559775-33559877;33559775-33567157	33559587-33559775;33559877-33560667;33567157-33567467		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A33567467-33559587
AGPAT3	ENSG00000160216.21	ENSG00000160216.21:s:43865223-43865345	0.2540;-0.1773;-0.0473	8.339e-01;3.607e-01;3.418e-04	1.149e-07;6.679e-06;1.396e-04	0.1334;0.6820;0.1808	0.3972;0.4917;0.1109	s|1e1.1o2|1e2.2o2|1e3.1o3	3	4	1;0;1	chr21	+	43865345-43867139;43865345-43903957;43865345-43959634	43865223-43865345;43867139-43867346;43903891-43904019;43959634-43959859		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A43959859-43865223
AGPAT3	ENSG00000160216.21	ENSG00000160216.21:s:43867139-43867346	-0.0012;0.2660;-0.2597	2.931e-08;8.689e-01;8.643e-01	9.092e-03;2.761e-07;1.216e-07	0.0369;0.6593;0.3049	0.0276;0.9329;0.0395	s|1e1.1o1|1e2.2o2|1e3.1o3	3	4	0;0;1	chr21	+	43867346-43867493;43867346-43903957;43867346-43959634	43867139-43867346;43867493-43867594;43903891-43904019;43959634-43959859		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A43959859-43867139
MICALL2	ENSG00000164877.19	ENSG00000164877.19:s:1450240-1450536	0.4970;-0.4970	1.000e+00;1.000e+00	8.138e-10;1.270e-09	0.1738;0.8262	0.6626;0.3374	s|1e1.1o1|1e2.1o1	2	3	1;0	chr7	-	1449829-1450240;1448761-1450240	na-1449829;1448620-1448761;1450240-1450536		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A1450536-1448620
ANKRD11	ENSG00000167522.17	ENSG00000167522.17:s:89305100-89305239	0.0000;0.2723;0.0001;-0.0378;-0.2151;-0.0000;0.0000	5.345e-21;8.936e-01;5.521e-21;1.293e-20;6.117e-01;5.345e-21;5.345e-21	4.761e-01;8.122e-09;4.749e-01;6.787e-02;1.358e-06;4.880e-01;1.000e+00	0.0079;0.3898;0.0328;0.0632;0.4877;0.0153;0.0060	0.0204;0.6634;0.0343;0.0103;0.2666;0.0019;0.0036	s|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|1e4.1o1|1e5.3o3|1e6.1o1	7	7	0;0;0;0;0;0;0	chr16	-	89301636-89305206;89300962-89305206;89291799-89305206;89291777-89305206;89291183-89305206;89288670-89305206;89286186-89305206	89286039-89286186;89288528-89288977;89290972-89291183;89291681-89291799;89298868-89300962;89301324-89301636;89305100-89305239		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A89305239-89286039
BPTF	ENSG00000171634.19	ENSG00000171634.19:s:67945409-67946325	-0.2909;0.2909	8.559e-01;8.559e-01	2.838e-06;2.838e-06	0.7506;0.2494	0.4410;0.5590	s|1e1.1o2|2e1.1o2	2	2	0;0	chr17	+	67945896-67947726;67946325-67947726	67945409-67946325;67947726-67947808		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A67947808-67945409
PTPN11	ENSG00000179295.19	ENSG00000179295.19:s:112455950-112456063	0.2151;-0.2151	6.027e-01;6.027e-01	8.888e-07;8.889e-07	0.0257;0.9743	0.2559;0.7441	s|1e1.1o1|1e2.1o1	2	3	0;0	chr12	+	112456063-112457291;112456063-112472944	112455950-112456063;112457291-112457486;112472944-112473040		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A112473040-112455950
SYNE4	ENSG00000181392.17	ENSG00000181392.17:t:36005333-36005437	0.0434;0.0085;0.0546;0.0367;0.0109;-0.2144	3.993e-05;3.355e-07;6.652e-04;6.612e-05;2.670e-10;5.970e-01	1.313e-04;1.837e-03;1.450e-04;2.945e-04;6.209e-03;2.222e-06	0.0446;0.0881;0.0640;0.0649;0.0403;0.7009	0.1068;0.1056;0.1382;0.1231;0.0556;0.4701	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2	6	6	0;0;1;1;0;0	chr19	-	36005437-36008554;36005437-36008217;36005437-36007125;36005437-36006750;36005437-36006602;36005437-36006423	36005333-36005437;36006423-36006671;36006750-36006944;36007125-36007268;36008217-36008367;36008554-36008813		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A36008813-36005333
SS18L1	ENSG00000184402.15	ENSG00000184402.15:t:62158672-62158942	-0.2343;0.2343	6.572e-01;6.572e-01	1.115e-05;1.115e-05	0.7270;0.2730	0.4541;0.5459	t|1e1.1o1|1e2.1o1	2	3	0;0	chr20	+	62143889-62158672;62154465-62158672	62143769-62143889;62154281-62154465;62158672-62158942		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A62158942-62143769
FLNA	ENSG00000196924.19	ENSG00000196924.19:s:154357434-154357623	-0.2255;0.2255	6.794e-01;6.794e-01	2.303e-07;2.302e-07	0.4791;0.5209	0.2514;0.7486	s|1e1.1o1|1e2.1o2	2	3	0;0	chrX	-	154357274-154357434;154355072-154357434	154354825-154355072;154357251-154357274;154357434-154357623		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A154357623-154354825
ZNF28	ENSG00000198538.11	ENSG00000198538.11:s:52817944-52818031	0.2786;-0.3339;0.0103	8.288e-01;9.540e-01;9.848e-07	2.838e-06;4.386e-07;1.596e-03	0.5668;0.4285;0.0046	0.8691;0.0824;0.0491	s|1e1.1o1|1e2.1o1|1e3.1o2	3	4	0;0;0	chr19	-	52814426-52817944;52808133-52817944;52801702-52817944	52797408-52801702;52807876-52808133;52814284-52814426;52817944-52818031		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A52818031-52797408
CCDC69	ENSG00000198624.13	ENSG00000198624.13:s:151223923-151224093	0.1984;-0.2535;0.0138	4.961e-01;7.603e-01;5.623e-06	8.019e-06;2.847e-06;1.003e-03	0.0944;0.9019;0.0037	0.3169;0.6294;0.0545	s|1e1.1o1|1e2.2o2|1e3.1o1	3	4	0;0;0	chr5	-	151215686-151223923;151205475-151223923;151201688-151223923	151201582-151201688;151205400-151205477;151215566-151215686;151223923-151224093		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A151224093-151201582
DUXAP8	ENSG00000206195.11	ENSG00000206195.11:s:15788820-15790573	0.0945;0.0639;-0.2173	9.360e-02;1.080e-02;6.145e-01	4.348e-05;8.110e-05;3.055e-06	0.6054;0.0633;0.3316	0.7426;0.1580;0.0988	s|1e1.1o3|1e1.2o3|1e2.1o1	3	3	0;0;1	chr22	+	15788931-15790661;15788931-15790685;15788931-15815476	15788820-15790573;15790661-15790798;15815476-15815566		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A15815566-15788820
DUXAP8	ENSG00000206195.11	ENSG00000206195.11:t:15815476-15815566	-0.2573;0.2573	7.824e-01;7.824e-01	3.206e-06;3.206e-06	0.4053;0.5947	0.1292;0.8708	t|1e1.1o2|1e2.1o2	2	3	1;0	chr22	+	15788931-15815476;15791152-15815476	15788820-15790573;15791010-15791387;15815476-15815566		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A15815566-15788820
NFIC	ENSG00000141905.19	ENSG00000141905.19:t:3462752-3469217	-0.2308;0.2308	6.769e-01;6.769e-01	3.507e-06;3.507e-06	0.4616;0.5384	0.2109;0.7891	t|1e1.1o1|1e2.2o2	2	3	0;0	chr19	+	3452666-3462752;3456635-3462752	3452482-3452666;3456550-3456635;3462752-3469217		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A3469217-3452482
FAHD2B	ENSG00000144199.12	ENSG00000144199.12:s:97094701-97094882	-0.2158;0.2081;0.0000	6.027e-01;5.564e-01;5.347e-21	2.864e-06;3.675e-06;2.266e-01	0.5473;0.4513;0.0013	0.3207;0.6708;0.0084	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	-	97091988-97094701;97091712-97094701;97090325-97094701	97089756-97090325;97091462-97091712;97091863-97091988;97094701-97094882		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A97094882-97089756
AMMECR1L	ENSG00000144233.11	ENSG00000144233.11:s:127869454-127869544	0.2286;-0.2286	6.433e-01;6.433e-01	8.948e-06;8.948e-06	0.1552;0.8448	0.4146;0.5854	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	-	127867279-127869454;127866996-127869454	127866900-127866996;127867145-127867279;127869454-127869544		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A127869544-127866900
IQSEC1	ENSG00000144711.16	ENSG00000144711.16:t:12941571-12941865	-0.2354;0.0007;0.2176	6.792e-01;7.364e-09;5.968e-01	6.328e-06;5.702e-03;8.857e-06	0.4868;0.0026;0.5107	0.2237;0.0173;0.7589	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	-	12941865-13047478;12941865-12994081;12941865-12967387	12941571-12941865;12967387-12967668;12994081-12994384;13047478-13047522		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A13047522-12941571
FIP1L1	ENSG00000145216.16	ENSG00000145216.16:t:53399730-53399839	-0.2579;0.2579	8.480e-01;8.480e-01	8.988e-08;8.986e-08	0.7318;0.2682	0.4652;0.5348	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	53391139-53399730;53391498-53399730	53391009-53391139;53391430-53391498;53399730-53399839		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A53399839-53391009
GTF2H2	ENSG00000145736.14	ENSG00000145736.14:s:71067296-71067652	0.1818;-0.2230;0.0003;0.0014	4.263e-01;6.151e-01;5.396e-21;4.730e-09	1.589e-05;8.667e-06;1.296e-02;6.854e-03	0.3920;0.6045;0.0017;0.0017	0.6086;0.3535;0.0136;0.0245	s|1e1.1o1|1e2.2o3|2e3.1o1|2e4.2o3	4	5	0;0;0;0	chr5	-	71065222-71067494;71062796-71067494;71065222-71067296;71062796-71067296	71062708-71062799;71065125-71065222;71067296-71067652		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A71067652-71062708
GTF2H2	ENSG00000145736.14	ENSG00000145736.14:t:71062708-71062799	-0.2564;0.0005;0.2365	7.812e-01;5.434e-21;6.943e-01	2.307e-06;2.501e-02;3.871e-06	0.5484;0.0021;0.4495	0.2745;0.0196;0.7063	t|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr5	-	71062796-71067494;71062796-71067296;71062796-71065125	71062708-71062799;71065125-71065222;71067296-71067652		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A71067652-71062708
NCAPD3	ENSG00000151503.14	ENSG00000151503.14:s:134223863-134224216	0.5395;-0.5395	1.000e+00;1.000e+00	1.539e-12;6.461e-13	0.2007;0.7993	0.7271;0.2729	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	-	134223482-134223863;134220726-134223863	134220572-134220726;134221426-134223482;134223863-134224216		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A134224216-134220572
HNRNPDL	ENSG00000152795.18	ENSG00000152795.18:s:82426037-82426129	0.2357;-0.2357	8.071e-01;8.071e-01	1.654e-17;0.000e+00	0.0454;0.9546	0.2700;0.7300	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	-	82425667-82426037;82424883-82426037	82422565-82424883;82425563-82425667;82426037-82426129		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A82426129-82422565
HNRNPDL	ENSG00000152795.18	ENSG00000152795.18:t:82422565-82424883	-0.2991;0.2991	9.857e-01;9.857e-01	0.000e+00;3.975e-22	0.9671;0.0329	0.6867;0.3133	t|1e1.1o1|1e2.2o2	2	3	0;0	chr4	-	82424883-82426037;82424883-82425563	82422565-82424883;82425563-82425667;82426037-82426129		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A82426129-82422565
NIT1	ENSG00000158793.14	ENSG00000158793.14:t:161118786-161118881	-0.2333;0.0769;0.1371;0.0000	6.899e-01;1.989e-02;1.341e-01;5.347e-21	1.963e-06;5.456e-05;1.467e-05;6.650e-02	0.8662;0.0772;0.0486;0.0074	0.6161;0.1820;0.1992;0.0025	t|1e1.1o2|1e1.2o2|1e2.2o2|2e3.1o2	4	4	0;0;0;0	chr1	+	161118178-161118786;161118209-161118786;161118239-161118786;161118178-161118804	161118086-161118209;161118220-161118239;161118786-161118881		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A161118881-161118086
ARL5A	ENSG00000162980.17	ENSG00000162980.17:s:151828131-151828492	0.0000;0.3004;0.0987;-0.4311	5.346e-21;9.463e-01;2.105e-02;9.998e-01	2.985e-01;5.520e-08;3.033e-05;1.926e-10	0.0064;0.1744;0.0636;0.7566	0.0075;0.4809;0.1793;0.3304	s|1e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1	4	4	0;0;1;0	chr2	-	151815199-151828389;151827840-151828131;151827799-151828131;151815199-151828131	151815139-151815199;151827480-151827840;151828131-151828492		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A151828492-151815139
SLMAP	ENSG00000163681.16	ENSG00000163681.16:s:57864548-57864716	-0.0624;-0.0637;-0.0938;0.2824;0.0003	3.801e-02;5.806e-03;9.367e-03;8.657e-01;2.024e-10	7.028e-05;7.295e-05;2.983e-05;1.039e-06;1.065e-02	0.5036;0.1610;0.1470;0.1878;0.0013	0.3908;0.0702;0.0362;0.4877;0.0136	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o5|1e5.1o2	5	6	0;0;0;0;0	chr3	+	57864716-57864807;57864716-57865242;57864716-57871636;57864716-57890041;57864716-57896511	57864548-57864716;57864807-57864857;57865242-57865292;57871636-57871698;57889991-57891206;57896511-57896591		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A57896591-57864548
SLMAP	ENSG00000163681.16	ENSG00000163681.16:t:57889991-57891206	0.2377;-0.0123;-0.0094;-0.1544	6.617e-01;1.161e-05;5.790e-07;3.270e-01	1.076e-05;7.090e-04;1.825e-03;2.661e-05	0.3286;0.0693;0.0474;0.5549	0.6050;0.0456;0.0035;0.3463	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr3	+	57864716-57890041;57864857-57890041;57865292-57890041;57871698-57890041	57864548-57864716;57864807-57864857;57865242-57865292;57871636-57871698;57889991-57891206		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A57891206-57864548
SLC9B2	ENSG00000164038.16	ENSG00000164038.16:s:103066327-103066507	0.2548;-0.2336;-0.0118	7.954e-01;7.204e-01;2.683e-05	1.145e-06;7.856e-07;4.673e-04	0.4464;0.3849;0.1677	0.7129;0.1378;0.1454	s|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;0;0	chr4	-	103065768-103066327;103057971-103066327;103050382-103066327	103050240-103050382;103057801-103057971;103065411-103065768;103066327-103066507		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A103066507-103050240
SLC20A2	ENSG00000168575.10	ENSG00000168575.10:s:42541538-42541711	0.2519;-0.2519	8.154e-01;8.154e-01	1.727e-07;1.727e-07	0.2135;0.7865	0.4709;0.5291	s|1e1.1o1|1e2.1o1	2	3	0;1	chr8	-	42535335-42541538;42472654-42541538	42472102-42472654;42535172-42535335;42541538-42541711		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A42541711-42472102
